adult,backdrop_path,belongs_to_collection,budget,genres_1_id,genres_1_name,genres_2_id,genres_2_name,genres_3_id,genres_3_name,homepage,id,imdb_id,origin_country_1,original_language,original_title,overview,popularity,poster_path,production_companies_1_id,production_companies_1_logo_path,production_companies_1_name,production_companies_1_origin_country,production_companies_2_id,production_companies_2_logo_path,production_companies_2_name,production_companies_2_origin_country,production_companies_3_id,production_companies_3_logo_path,production_companies_3_name,production_companies_3_origin_country,production_companies_4_id,production_companies_4_logo_path,production_companies_4_name,production_companies_4_origin_country,production_companies_5_id,production_companies_5_logo_path,production_companies_5_name,production_companies_5_origin_country,production_countries_1_iso_3166_1,production_countries_1_name,release_date,revenue,runtime,spoken_languages_1_english_name,spoken_languages_1_iso_639_1,spoken_languages_1_name,status,tagline,title,video,vote_average,vote_count,belongs_to_collection_id,belongs_to_collection_name,belongs_to_collection_poster_path,belongs_to_collection_backdrop_path,genres_4_id,genres_4_name,genres_5_id,genres_5_name,spoken_languages_2_english_name,spoken_languages_2_iso_639_1,spoken_languages_2_name,production_companies_6_id,production_companies_6_logo_path,production_companies_6_name,production_companies_6_origin_country,production_companies_7_id,production_companies_7_logo_path,production_companies_7_name,production_companies_7_origin_country,production_companies_8_id,production_companies_8_logo_path,production_companies_8_name,production_companies_8_origin_country,production_companies_9_id,production_companies_9_logo_path,production_companies_9_name,production_companies_9_origin_country,production_companies_10_id,production_companies_10_logo_path,production_companies_10_name,production_companies_10_origin_country,production_companies_11_id,production_companies_11_logo_path,production_companies_11_name,production_companies_11_origin_country,production_countries_2_iso_3166_1,production_countries_2_name,production_countries_3_iso_3166_1,production_countries_3_name,production_countries_4_iso_3166_1,production_countries_4_name,spoken_languages_3_english_name,spoken_languages_3_iso_639_1,spoken_languages_3_name,spoken_languages_4_english_name,spoken_languages_4_iso_639_1,spoken_languages_4_name,spoken_languages_5_english_name,spoken_languages_5_iso_639_1,spoken_languages_5_name,origin_country_2,genres_6_id,genres_6_name,spoken_languages_6_english_name,spoken_languages_6_iso_639_1,spoken_languages_6_name,production_companies_12_id,production_companies_12_logo_path,production_companies_12_name,production_companies_12_origin_country,spoken_languages_7_english_name,spoken_languages_7_iso_639_1,spoken_languages_7_name,genres_7_id,genres_7_name,origin_country_3,origin_country_4,production_countries_5_iso_3166_1,production_countries_5_name
False,/7ZP8HtgOIDaBs12krXgUIygqEsy.jpg,,24500000,878,Science Fiction,28.0,Action,14.0,Fantasy,,601796,tt20168564,KR,ko,외계+인 1부,"Gurus in the late Goryeo dynasty try to obtain a fabled, holy sword, and humans in 2022 hunt down an alien prisoner that is locked in a human's body. The two parties cross paths when a time-traveling portal opens up.",1062.898,/8QVDXDiOGHRcAD4oM6MXjE0osSj.jpg,118358.0,/57u7ny0hdDRaDdwdrNTTj9np6Cx.png,Caper Film,KR,,,,,,,,,,,,,,,,,KR,South Korea,2022-07-20,12600000,142,Korean,ko,한국어/조선말,Released,"For ages, aliens have locked up their prisoners in humans bodies.",Alienoid,False,6.767,292,1000386.0,Alienoid Collection,/uXA8RfOBaKWmGUn6J5BOFdKh6b8.jpg,/tySCSCVveLrYl4RpTQIQXMMYcF6.jpg,12.0,Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/fUC5VsQcU3m6zmYMD96R7RqPuMn.jpg,,0,28,Action,80.0,Crime,53.0,Thriller,,1105407,tt27304026,US,en,Damaged,"A Chicago detective travels to Scotland after an emerging serial killer’s crimes match those that he investigated five years earlier, one of which was the crime scene of his murdered girlfriend.",1263.252,/tMO0YLXgJZBnIAjoTSz26zE33YN.jpg,121063.0,/dvpzPTQKLg2nhh95OlBhvGFb8gD.png,Red Sea Media,US,121204.0,/vbtvY4IxgUZk713rkmoTO4MHIac.png,BondIt Media Capital,US,224189.0,,Tartan Bridge Films,GB,25635.0,,High Five Films,,,,,,GB,United Kingdom,2024-04-12,0,98,English,en,English,Released,,Damaged,False,4.8,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/2KGxQFV9Wp1MshPBf8BuqWUgVAz.jpg,,72000000,16,Animation,28.0,Action,12.0,Adventure,https://www.migration.movie,940551,tt6495056,US,en,Migration,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",929.948,/ldfCF9RhR40mppkzmftxapaHeTo.jpg,6704.0,/fOG2oY4m1YuYTQh4bMqqZkmgOAI.png,Illumination,US,,,,,,,,,,,,,,,,,US,United States of America,2023-12-06,296703996,83,English,en,English,Released,Odd ducks welcome.,Migration,False,7.518,1250,,,,,35.0,Comedy,10751.0,Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/unCdljyU2FuUBDUcdZezeI9yaaj.jpg,,0,878,Science Fiction,9648.0,Mystery,53.0,Thriller,https://www.capstonepictures.com/breathe,720321,tt11540468,US,en,Breathe,"Air-supply is scarce in the near future, forcing a mother and daughter to fight for survival when two strangers arrive desperate for an oxygenated haven.",827.058,/gPAW0a24TrkafrJQ1axEv0I3jov.jpg,3528.0,/cCzCClIzIh81Fa79hpW5nXoUsHK.png,Thunder Road,US,179831.0,/9yUvtr26VMnSRJnePouXgOLFV7K.png,Capstone Studios,US,117761.0,/4Aa24Ase2LR6wesRolVQ0vinI8T.png,Streamline Global,US,,,,,,,,,US,United States of America,2024-04-04,0,93,English,en,English,Released,Time is running out.,Breathe,False,5.042,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/4yrOyO3N55XazHQXXYoqiiPQd40.jpg,,2000000,27,Horror,,,,,https://www.latenightwiththedevil.movie,938614,tt14966898,US,en,Late Night with the Devil,"A live broadcast of a late-night talk show in 1977 goes horribly wrong, unleashing evil into the nation's living rooms.",810.306,/u3YQJctMzFN2wAvnkmXy41bXhFv.jpg,169906.0,/vEiG2JXNpnJD8k8jkF6cHOpsFLe.png,Spooky Pictures,US,131223.0,/cqTFMN4VU4dOQ5wl2nZtxXDEdEE.png,Future Pictures,AU,195800.0,/wT79wm2n1yeaK7HjJbQbPhnxzZr.png,Good Fiend Films,US,191328.0,/cbkGrwVcgf0aS0BAfqsF5uCBffH.png,Image Nation Abu Dhabi,AE,204763.0,/aqWMgtLOf2ClBDnK0f4DvYNTZf6.png,VicScreen,AU,AU,Australia,2024-03-19,10897226,93,English,en,English,Released,Do not adjust your set.,Late Night with the Devil,False,7.309,241,,,,,,,,,,,,110799.0,/eHjtiQJjrGQTooEsBmPSYoUnNB.png,AGC Studios,US,,,,,,,,,,,,,,,,,,,,,AE,United Arab Emirates,US,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/pwGmXVKUgKN13psUjlhC9zBcq1o.jpg,,80000000,28,Action,14.0,Fantasy,,,https://www.madameweb.movie,634492,tt11057302,US,en,Madame Web,"Forced to confront revelations about her past, paramedic Cassandra Webb forges a relationship with three young women destined for powerful futures...if they can all survive a deadly present.",947.606,/rULWuutDcN5NvtiZi4FRPzRYWSh.jpg,5.0,/71BqEFAF4V3qjjMPCpLuyJFB9A.png,Columbia Pictures,US,435.0,/AjzK0s2w1GtLfR4hqCjVSYi0Sr8.png,di Bonaventura Pictures,US,,,,,,,,,,,,,US,United States of America,2024-02-14,99266032,116,English,en,English,Released,Her web connects them all.,Madame Web,False,5.605,1158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/tBmJCH9llj1Q9jDOS7vGWnl7GVj.jpg,,0,16,Animation,878.0,Science Fiction,28.0,Action,https://www.warnerbros.com/movies/justice-league-crisis-infinite-earths-part-two,1209288,tt30150907,US,en,Justice League: Crisis on Infinite Earths Part Two,"An endless army of shadow demons bent on the destruction of all reality swarms over our world and all parallel Earths! The only thing opposing them is the mightiest team of metahumans ever assembled. But not even the combined power of Superman, Batman, Wonder Woman, Green Lantern and all their fellow superheroes can slow down the onslaught of this invincible horde. What mysterious force is driving them? And how do the long-buried secrets of the Monitor and Supergirl threaten to crush our last defense?",790.506,/g8ak4QAGLZpqMs3CpnFHWWfIzJQ.jpg,2785.0,/l5zW8jjmQOCx2dFmvnmbYmqoBmL.png,Warner Bros. Animation,US,9993.0,/2Tc1P3Ac8M479naPp1kYT3izLS5.png,DC Entertainment,US,,,,,,,,,,,,,US,United States of America,2024-04-22,0,94,English,en,English,Released,,Justice League: Crisis on Infinite Earths Part Two,False,6.088,34,1178688.0,Justice League (Tomorrowverse) Collection,/wqU63rtzsgw1wfZ4BJcReEDP54n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/jnE1GA7cGEfv5DJBoU2t4bZHaP4.jpg,,0,28,Action,878.0,Science Fiction,,,,1094844,tt26785742,US,en,Ape vs. Mecha Ape,"Recognizing the destructive power of its captive giant Ape, the military makes its own battle-ready A.I., Mecha Ape. But its first practical test goes horribly wrong, leaving the military no choice but to release the imprisoned giant ape to stop the colossal robot before it destroys downtown Chicago.",786.115,/dJaIw8OgACelojyV6YuVsOhtTLO.jpg,1311.0,/ic2bTizdzRLDVzAvN7MXdUg3WQV.png,The Asylum,US,152189.0,,"The Global Asylum, LLC.",,,,,,,,,,,,,,US,United States of America,2023-03-24,0,80,English,en,English,Released,This s#it is bananas!,Ape vs. Mecha Ape,False,5.1,17,1102610.0,Ape vs. Collection,/zLqSnZUYW2y333PaSrR45fS1T0V.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/rVJfabCz1ViynQCEz54MRqdZig1.jpg,,70000000,16,Animation,878.0,Science Fiction,28.0,Action,https://www.warnerbros.com/movies/justice-league-crisis-infinite-earths-part-one,1155089,tt29195117,US,en,Justice League: Crisis on Infinite Earths Part One,"Death is coming. Worse than death: oblivion. Not just for our Earth, but for everyone, everywhere, in every universe! Against this ultimate destruction, the mysterious Monitor has gathered the greatest team of Super Heroes ever assembled. But what can the combined might of Superman, Wonder Woman, Batman, The Flash, Green Lantern and hundreds of Super Heroes from multiple Earths even do to save all of reality from an unstoppable antimatter armageddon?!",770.545,/zR6C66EDklgTPLHRSmmMt5878MR.jpg,9993.0,/2Tc1P3Ac8M479naPp1kYT3izLS5.png,DC Entertainment,US,2785.0,/l5zW8jjmQOCx2dFmvnmbYmqoBmL.png,Warner Bros. Animation,US,,,,,,,,,,,,,US,United States of America,2024-01-08,0,93,English,en,English,Released,"Worlds will live, worlds will die and nothing will ever be the same.",Justice League: Crisis on Infinite Earths Part One,False,7.635,189,1178688.0,Justice League (Tomorrowverse) Collection,/wqU63rtzsgw1wfZ4BJcReEDP54n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/oe7mWkvYhK4PLRNAVSvonzyUXNy.jpg,,85000000,28,Action,53.0,Thriller,,,https://www.amazon.com/gp/video/detail/B0CH5YQPZQ,359410,tt3359350,US,en,Road House,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.",906.716,/bXi6IQiQDHD00JFio5ZSZOeRSBh.jpg,21.0,/usUnaYV6hQnlVAXP6r4HwrlLFPG.png,Metro-Goldwyn-Mayer,US,1885.0,/xlvoOZr4s1PygosrwZyolIFe5xs.png,Silver Pictures,US,,,,,,,,,,,,,US,United States of America,2024-03-08,0,121,English,en,English,Released,Take it outside.,Road House,False,7.019,1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/mEoIDEiePnYj178H9znzbl9zvky.jpg,,0,28,Action,,,,,,1006540,tt16605106,US,en,Bullet Train Down,"On its maiden run, the world's fastest bullet train is rigged with a bomb that will explode if it dips below 200 mph.",262.051,/5a7cocgyVuFjYV71neDIGVzD6Yq.jpg,1311.0,/ic2bTizdzRLDVzAvN7MXdUg3WQV.png,The Asylum,US,179669.0,,Wave of the Wand Productions,,,,,,,,,,,,,,US,United States of America,2022-08-01,0,86,English,en,English,Released,Don't slow down!,Bullet Train Down,False,5.426,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/8moTOzunF7p40oR5XhlDvJckOSW.jpg,,79000000,27,Horror,,,,,http://www.it-movie.net/,474350,tt7349950,US,en,It Chapter Two,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",249.019,/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,12.0,/iaYpEp3LQmb8AfAtmTvpqd4149c.png,New Line Cinema,US,829.0,/aXqwCvJSCDbTclkxAYfsT1l4Dsa.png,Vertigo Entertainment,US,152809.0,,Double Dream,US,118854.0,/g9LPNlQFoDcHjfnvrEqFmeIaDrZ.png,Rideback,US,,,,,US,United States of America,2019-09-04,473123154,169,English,en,English,Released,It ends,It Chapter Two,False,6.844,8381,477962.0,It Collection,/9tnrNFF450DWUQu3DzyFXVmuE8e.jpg,/ayvH5IW5eDOa28WfSjnkYMii73d.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/yjGllQUm28R4X9xD9T5xMszirgw.jpg,,8000000,80,Crime,18.0,Drama,,,,235,tt0092005,US,en,Stand by Me,"After learning that a boy their age has been accidentally killed near their rural homes, four Oregon boys decide to go see the body. On the way, Gordie,  Vern, Chris and Teddy encounter a mean junk man and a marsh full of leeches, as they also learn more about one another and their very different home lives. Just a lark at first, the boys' adventure evolves into a defining event in their lives.",263.6,/vz0w9BSehcqjDcJOjRaCk7fgJe7.jpg,5.0,/71BqEFAF4V3qjjMPCpLuyJFB9A.png,Columbia Pictures,US,56485.0,/t0M92JDUfcICcOB46NHxEOhK1FS.png,Act III Productions,US,,,,,,,,,,,,,US,United States of America,1986-08-08,52300000,89,English,en,English,Released,"For some, it's the last real taste of innocence, and the first real taste of life.",Stand by Me,False,7.9,5603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
